2	2	82
2	3	82
2	1	82
2	4	82
2	2	82
2	3	82
2	1	82
2	3	82
2	4	82
2	1	82
2	2	82
2	4	82
2	2	82
2	3	82
2	4	82
2	2	82
2	4	82
2	2	82
2	4	82
2	3	82
2	4	82
2	1	82
2	3	82
2	2	82
2	3	82
2	2	82
2	1	82
2	3	82
2	4	82
2	1	82
2	2	82
2	4	82
2	1	82
2	2	82
2	1	82
2	4	82
2	2	82
2	1	82
2	2	82
2	1	82
2	2	82
2	1	82
2	4	82
2	3	82
2	4	82
2	3	82
2	4	82
2	1	82
2	3	82
2	1	82
2	2	82
2	1	82
2	2	82
2	1	82
2	3	82
2	2	82
2	3	82
2	1	82
2	3	82
2	2	82
2	1	82
2	2	82
2	1	82
2	2	82
2	3	82
2	4	82
2	1	82
2	2	82
2	1	82
2	4	82
2	1	82
2	3	82
2	1	82
2	2	82
2	4	82
2	1	82
2	4	82
2	1	82
2	4	82
2	2	82
2	1	82
2	4	82
2	1	82
2	4	82
2	3	82
2	2	82
2	4	82
2	2	82
2	4	82
2	1	82
2	2	82
2	1	82
2	2	82
2	4	82
2	3	82
2	1	82
2	3	82
2	1	82
2	2	82
2	1	82
2	3	82
2	4	82
2	3	82
2	2	82
2	4	82
2	1	82
2	4	82
2	3	82
2	1	82
2	2	82
2	1	82
2	2	82
2	4	82
2	2	82
2	1	82
2	2	82
2	4	82
2	3	82
2	2	82
2	1	82
2	3	82
2	1	82
2	4	82
2	1	82
2	4	82
2	3	82
2	4	82
2	3	82
2	1	82
2	4	82
2	1	82
2	2	82
2	3	82
2	4	82
2	2	82
2	1	82
2	2	82
2	1	82
2	2	82
2	3	82
2	2	82
2	3	82
2	2	82
2	3	82
2	1	82
2	2	82
2	3	82
2	4	82
2	2	82
2	4	82
2	1	82
2	2	82
2	4	82
2	3	82
2	2	82
2	4	82
2	2	82
2	3	82
2	2	82
2	3	82
2	4	82
2	1	82
2	4	82
2	1	82
2	3	82
2	1	82
2	3	82
2	1	82
2	4	82
2	1	82
2	2	82
2	3	82
2	1	82
2	2	82
2	1	82
2	4	82
2	1	82
2	2	82
2	3	82
2	1	82
2	2	82
2	1	82
2	2	82
2	4	82
2	3	82
2	4	82
2	2	82
2	3	82
2	2	82
2	4	82
2	2	82
2	3	82
2	2	82
2	1	82
2	2	82
2	3	82
2	1	82
2	3	82
2	4	82
2	2	82
2	3	82
2	1	82
2	3	82
2	1	82
2	4	82
2	3	82
2	1	82
2	2	82
2	3	82
2	4	82
2	3	82
2	4	82
2	3	82
2	1	82
2	2	82
2	4	82
2	2	82
2	1	82
2	4	82
2	3	82
2	4	82
2	3	82
2	2	82
2	1	82
2	3	82
2	4	82
2	1	82
2	4	82
2	3	82
2	2	82
2	3	82
2	4	82
2	2	82
2	4	82
2	2	82
2	1	82
2	3	82
2	4	82
2	1	82
2	3	82
2	1	82
2	2	82
2	4	82
2	2	82
2	3	82
2	4	82
2	2	82
2	3	82
2	4	82
2	2	82
2	3	82
2	2	82
2	1	82
2	4	82
2	2	82
2	3	82
2	1	82
2	3	82
2	4	82
2	1	82
2	4	82
2	1	82
2	4	82
2	3	82
2	2	82
2	1	82
2	4	82
2	1	82
2	2	82
2	3	82
2	2	82
2	3	82
2	2	82
2	4	82
2	2	82
2	3	82
2	2	82
2	1	82
2	3	82
2	2	82
2	1	82
2	2	82
2	1	82
2	4	82
2	2	82
2	3	82
2	1	82
2	2	82
2	3	82
2	2	82
2	4	82
2	3	82
2	2	82
2	4	82
2	2	82
2	3	82
2	4	82
2	1	82
2	2	82
2	3	82
2	1	82
2	2	82
2	1	82
2	2	82
2	1	82
2	2	82
2	4	82
2	3	82
2	1	82
2	3	82
2	4	82
2	2	82
2	1	82
2	3	82
2	2	82
2	1	82
2	3	82
2	1	82
2	2	82
2	3	82
2	4	82
2	3	82
2	2	82
2	4	82
2	3	82
2	2	82
2	1	82
2	4	82
2	2	82
2	4	82
2	1	82
2	2	82
2	1	82
3	3	82
3	2	82
3	3	82
3	2	82
3	3	82
3	2	82
3	1	82
3	3	82
3	1	82
3	2	82
3	3	82
3	2	82
3	4	82
3	1	82
3	4	82
3	3	82
3	2	82
3	4	82
3	3	82
3	2	82
3	4	82
3	3	82
3	4	82
3	1	82
3	4	82
3	2	82
3	1	82
3	4	82
3	3	82
3	1	82
3	2	82
3	3	82
3	2	82
3	4	82
3	2	82
3	4	82
3	3	82
3	2	82
3	3	82
3	4	82
3	3	82
3	1	82
3	2	82
3	3	82
3	4	82
3	1	82
3	3	82
3	2	82
3	3	82
3	1	82
3	4	82
3	1	82
3	4	82
3	1	82
3	4	82
3	3	82
3	2	82
3	3	82
3	2	82
3	4	82
3	2	82
3	3	82
3	4	82
3	2	82
3	4	82
3	2	82
3	3	82
3	2	82
3	4	82
3	2	82
3	4	82
3	2	82
3	4	82
3	1	82
3	4	82
3	3	82
3	2	82
3	1	82
3	4	82
3	3	82
3	2	82
3	1	82
3	2	82
3	3	82
3	4	82
3	3	82
3	1	82
3	3	82
3	2	82
3	1	82
3	4	82
3	3	82
3	2	82
3	1	82
3	3	82
3	1	82
3	2	82
3	3	82
3	1	82
3	2	82
3	3	82
3	4	82
3	1	82
3	4	82
3	2	82
3	1	82
3	4	82
3	2	82
3	1	82
3	3	82
3	1	82
3	2	82
3	4	82
3	1	82
3	4	82
3	3	82
3	4	82
3	3	82
3	4	82
3	1	82
3	4	82
3	2	82
3	3	82
3	4	82
3	1	82
3	4	82
3	1	82
3	4	82
3	3	82
3	1	82
3	2	82
3	1	82
3	3	82
3	4	82
3	2	82
3	1	82
3	3	82
3	4	82
3	2	82
3	1	82
3	3	82
3	4	82
3	1	82
3	4	82
3	1	82
3	2	82
3	1	82
3	2	82
3	4	82
3	3	82
3	1	82
3	4	82
3	3	82
3	1	82
3	2	82
3	3	82
3	4	82
3	2	82
3	3	82
3	4	82
3	1	82
3	3	82
3	1	82
3	3	82
3	2	82
3	3	82
3	1	82
3	3	82
3	1	82
3	3	82
3	2	82
3	4	82
3	1	82
3	3	82
3	4	82
3	2	82
3	3	82
3	4	82
3	1	82
3	4	82
3	1	82
3	3	82
3	1	82
3	2	82
3	1	82
3	4	82
3	1	82
3	3	82
3	2	82
3	4	82
3	1	82
3	4	82
3	2	82
3	1	82
3	3	82
3	2	82
3	3	82
3	2	82
3	3	82
3	4	82
3	3	82
3	4	82
3	2	82
3	1	82
3	4	82
3	2	82
3	4	82
3	3	82
3	4	82
3	2	82
3	1	82
3	4	82
3	2	82
3	3	82
3	2	82
3	3	82
3	1	82
3	2	82
3	4	82
3	3	82
3	2	82
3	3	82
3	4	82
3	1	82
3	3	82
3	1	82
3	2	82
3	1	82
3	4	82
3	2	82
3	1	82
3	3	82
3	2	82
3	1	82
3	4	82
3	2	82
3	1	82
3	2	82
3	3	82
3	1	82
3	3	82
3	2	82
3	3	82
3	1	82
3	3	82
3	2	82
3	3	82
3	4	82
3	1	82
3	4	82
3	2	82
3	4	82
3	2	82
3	1	82
3	2	82
3	1	82
3	2	82
3	3	82
3	1	82
3	2	82
3	3	82
3	4	82
3	1	82
3	2	82
3	1	82
3	2	82
3	4	82
3	2	82
3	3	82
3	2	82
3	4	82
3	1	82
3	2	82
3	1	82
3	2	82
3	1	82
3	2	82
3	4	82
3	3	82
3	2	82
